"cartodb_id","geocode_string","lon","lat"
"556957","Av. Rivadavia , 3469 ,Buenos Aires, Argentina","-58.4154816","-34.6106415"
"556958","Av. Rivadavia , 7217 ,Buenos Aires, Argentina","-58.4671822","-34.6298943"
"537649","31-16 101 STREET","-79.4114609","47.2667847"
"556959","Av. Rivadavia , 7425 ,Buenos Aires, Argentina","-58.4701767","-34.6306686"
"556960","Av. Rivadavia , 7428 ,Buenos Aires, Argentina","-58.4701271","-34.6309357"
"556961","Av. Rivadavia, 878 ,Buenos Aires, Argentina","-58.3788872","-34.6084137"
"556962","Av. Rivadavia, 9131 ,Buenos Aires, Argentina","-58.492672","-34.6362648"
"556963","Av. San Martín, 6101 ,Buenos Aires, Argentina","-58.5019112","-34.5949211"
"537655","33-10 38 AVENUE","-82.7225113","27.8063641"
"556964","Av San M Artín , 6628 ,Buenos Aires, Argentina","-58.5078506","-34.5930099"
"556965","Av. Santa Fé, 3651 ,Buenos Aires, Argentina","-58.4152908","-34.5853767"
"556966","Av. Santa Fe , 4389 ,Buenos Aires, Argentina","-58.4230919","-34.5797195"
"537659","34-27 101 STREET","-79.4114609","47.2667847"
"3026804","122 2nd Ave Nederland, TX 77627 United States","",""
"537661","3-44 BEACH 91 STREET","-74.2084351","39.6055069"
"2746670","10739 AUTUMN MEADOW LN, HOUSTON, TX, USA","",""
"537680","38-37 9 STREET","27.1216793","38.3270988"
"537689","416 BEACH 30 STREET","-103.9856491","46.9787483"
"554955","1023 Longwood Avenue, Bronx, NY, new york, new york, usa","-73.896347","40.8167305"
"554956","1055 St.John's Place, Brooklyn,NY, new york, new york, usa","-73.9433212","40.6713715"
"537705","45-53 BELL BOULEVARD","-80.2065887","44.4911804"
"554957","1115 Intervale Avenue, Bronx, new york, new york, usa","-73.8968353","40.8266945"
"554958","1339 Lincoln Place, Brooklyn, NY, new york, new york, usa","-73.9321671","40.6699219"
"554959","15 East Clarke Place, Bronx, new york, new york, usa","-73.9182892","40.8383293"
"554960","1610 Sedgwick Avenue & 1523 Undercliff Avenue, new york, new york, usa","-73.9190979","40.8526802"
"554961","1920 Washington Avenue, Bronx, new york, new york, usa","-73.8975983","40.8472595"
"554962","200 East 131 Street, New York, new york, new york, usa","-73.9348907","40.8081322"
"554963","2065 Morris Avenue, Bronx, NY, new york, new york, usa","-73.9054489","40.8537102"
"554964","225-241 East 118th Street, Manhattan, new york, new york, usa","-73.9376068","40.7988892"
"554965","2960 West 29th Street,, new york, new york, usa","-73.9952545","40.5738602"
"554966","2961 West 30th Street,, new york, new york, usa","-73.9959641","40.573822"
"554967","33 West End Avenue & West 61st Street, New York, NY, new york, new york, usa","-73.9895172","40.7728806"
"554968","3880 Orloff Avenue, Bronx, NY, new york, new york, usa","-73.8957291","40.8840904"
"554969","535 Union Avenue, Bronx, NY, new york, new york, usa","-73.9058838","40.8117104"
"537719","504 BEACH 64 STREET","-82.5826492","31.4877529"
"554970","700 Rosewood Street, Bronx, NY, new york, new york, usa","-73.8669205","40.8730736"
"554971","810 East 152nd Street, Bronx, new york, new york, usa","-73.9049683","40.8150787"
"554972","871 Westchester Avenue, Bronx, new york, new york, usa","-73.900589","40.8204918"
"554973","890 Prospect Avenue, Bronx, new york, new york, usa","-73.9007034","40.8208084"
"554974","927-29 Courtlandt Avenue, Bronx, NY, new york, new york, usa","-73.9143982","40.8257217"
"554975","Address, new york, new york, usa","-73.7942276","40.6747398"
